,iata_code,latitude,longitude
2141,ENS,52.27,6.874167
2142,ENT,11.34075,162.327861
2143,ENU,6.474272,7.561961
2144,ENV,40.718694,-114.030889
2145,ENW,42.595694,-87.927806
2146,EOH,6.219958,-75.590519
2147,EOI,59.19138,-2.773889
2148,EOK,40.459908,-91.428501
2149,EOR,6.715438,-61.639219
2150,EOS,36.810806,-94.391694
2151,EOZ,7.059722,-69.496694
2152,EPA,-28.083333333333,-64.283333333333
2153,EPG,40.867501,-96.11001
2154,EPH,47.308072,-119.516914
2155,EPI,-16.583,168.2
2156,EPK,34.667,32.9
2157,EPL,48.325006,6.066742
2158,EPN,1.367,17.483
2159,EPR,-33.684444,121.822778
2160,EPS,19.198586,-69.429772
2161,EPT,-5.033,141.667
2162,EPU,58.419044,24.472819
2163,EQS,-42.90795,-71.139472
2164,ERA,10.633,47.367
2165,ERB,-26.265278,132.176389
2166,ERC,39.710203,39.527003
2167,ERD,46.815,36.758056
2168,ERE,-6.633,144.0
2169,ERF,50.979811,10.958106
2170,ERH,31.9475,-4.398333
2171,ERI,42.082021,-80.176216
2172,ERM,-27.661945,-52.268333
2173,ERN,-6.639528,-69.879833
2174,ERO,58.971059,-135.237382
2175,ERR,44.79255,-71.164245
2176,ERS,-22.612239,17.080442
2177,ERT,49.067,104.15
2178,ERU,-8.25,146.967
2179,ERV,29.976667,-99.085472
2180,ERZ,39.956501,41.170166
2181,ESB,40.128082,32.995083
2182,ESC,45.722667,-87.093722
2183,ESD,48.708335,-122.9106
2184,ESE,31.795281,-116.602772
2185,ESF,31.394903,-92.295772
2186,ESG,-22.044986,-60.621694
2187,ESH,50.835556,-0.297222
2188,ESI,-14.917,-42.8
2189,ESK,39.784138,30.582111
2190,ESL,46.373933,44.330872
2191,ESM,0.978519,-79.62665
2192,ESN,38.804167,-76.069
2193,ESO,36.026119,-106.045415
2194,ESP,41.035872,-75.160679
2195,ESR,-26.311128,-69.7652
2196,ESS,51.402333,6.937333
2197,EST,43.407444,-94.746444
2198,ESU,31.3975,-9.681667
2199,ESW,47.254184,-121.185532
2200,ETB,43.422167,-88.127917
2201,ETD,-28.740833,138.588889
2202,ETE,12.933,36.167
2203,ETH,29.561281,34.960081
2204,ETN,32.41489,-98.809699
2205,ETS,31.299722,-85.899833
2206,ETZ,48.978333,6.246667
2207,EUA,-21.378,-174.958
2208,EUC,-31.707222,128.872778
2209,EUE,39.603722,-116.003611
2210,EUF,31.951306,-85.128917
2211,EUG,44.124583,-123.211972
2212,EUM,54.078667,9.9405
2213,EUN,27.151667,-13.219167
2214,EUO,4.3833333333333,-73.2
2215,EUQ,10.766044,121.933439
2216,EUX,17.496492,-62.979439
2217,EVA,30.321042,-94.073514
2218,EVD,-18.000278,134.862778
2219,EVE,68.4913,16.678108
2220,EVG,62.047811,14.42295
2221,EVH,-29.093333,153.420278
2222,EVM,47.425111,-92.498083
2223,EVN,40.147275,44.395881
2224,EVV,38.038417,-87.530861
2225,EVW,41.274778,-111.034639
2226,EVX,49.028611,1.22
2227,EWB,41.676556,-70.957806
2228,EWD,-12.333333333333,131.93333333333
2229,EWE,-5.483,138.067
2230,EWI,-3.925556,136.378333
2231,EWK,38.058228,-97.274517
2232,EWN,35.072972,-77.042944
2233,EWO,-0.883,14.8
2234,EWR,40.6925,-74.168667
2235,EWY,51.4,-1.3166666666667
2236,EXI,58.420499,-135.449033
2237,EXM,-22.041389,114.101944
2238,EXT,50.734444,-3.413889
2239,EYL,15.133,-10.567
2240,EYP,5.319108,-72.384147
2241,EYR,38.983333333333,-119.16666666667
2242,EYS,3.217,35.967
2243,EYW,24.556111,-81.759556
2244,EZE,-34.822222,-58.535833
2245,EZS,38.606925,39.291417
2246,FAA,10.035467,-10.769825
2247,FAB,51.275833,-0.776333
2248,FAC,-16.686667,-145.332778
2249,FAE,62.063628,-7.277219
2250,FAF,37.1325,-76.608833
2251,FAG,63.874722,-16.64111
2252,FAH,32.365608,62.165142
2253,FAI,64.81511,-147.856448
2254,FAJ,18.30801,-65.661828
2255,FAK,57.532154,-135.213451
2256,FAL,26.586111111111,-99.1375
2257,FAM,37.761028,-90.428611
2258,FAN,58.099486,6.62605
2259,FAO,37.014425,-7.965911
2260,FAQ,-14.21611,-169.423549
2261,FAR,46.92065,-96.815764
2262,FAS,64.931667,-14.060556
2263,FAT,36.776194,-119.718139
2264,FAV,-16.05415,-145.656994
2265,FAY,34.991222,-78.880278
2266,FAZ,28.891756,53.723339
2267,FBD,37.121903,70.518544
2268,FBE,-26.059206,-53.063453
2269,FBG,35.132069,-78.936207
2270,FBK,64.836724,-147.616223
2271,FBL,44.327544,-93.310668
2272,FBM,-11.591333,27.530889
2273,FBR,41.393403,-110.406115
2274,FBS,44.36833333,-1.13083333
2275,FBY,40.182972,-97.169278
2276,FCA,48.310472,-114.256
2277,FCB,-28.823119,27.9089
2278,FCH,36.732119,-119.820332
2279,FCM,44.827467,-93.458575
2280,FCN,53.883333333333,8.7
2281,FCO,41.804475,12.250797
2282,FCS,38.678389,-104.756571
2283,FCT,46.666516,-120.453953
2284,FCY,34.941998,-90.774966
2285,FDE,61.391111,5.756944
2286,FDF,14.592222,-60.996389
2287,FDH,47.671317,9.511486
2288,FDK,39.417583,-77.374306
2289,FDR,34.352096,-98.983909
2290,FDU,-3.311319,17.381683
2291,FDY,41.012028,-83.668611
2292,FEA,60.6,-0.867
2293,FEB,29.233,81.217
2294,FEC,-12.25,-38.95
2295,FEG,40.358761,71.745022
2296,FEJ,-7.0,-36.016666666667
2297,FEK,9.6,-5.2
2298,FEL,48.205667,11.267
2299,FEN,-3.854928,-32.423336
2300,FEP,42.246159,-89.581987
2301,FER,62.05,-93.333333333333
2302,FES,38.194943,-90.385426
2303,FET,41.449141,-96.52022
2304,FEW,41.133315,-104.867192
2305,FEZ,33.927261,-4.977958
2306,FFA,36.018223,-75.671287
2307,FFD,51.682167,-1.790028
2308,FFL,41.05575,-91.980889
2309,FFM,46.284389,-96.156694
2310,FFO,39.825968,-84.046102
2311,FFT,38.181954,-84.906113
2312,FFU,-43.189167,-71.850278
2313,FGD,22.667,-12.733
2314,FGI,-13.848694,-171.740472
2315,FGL,-43.463056,169.999722
2316,FGR,36.533333333333,-4.6166666666667
2317,FGU,-15.82,-140.885833
2318,FHU,31.588472,-110.344389
2319,FHZ,-15.992222,-140.164722
2320,FIC,55.777777777778,-131.5375
2321,FID,41.251308,-72.031611
2322,FIE,59.536111,-1.626111
2323,FIG,10.350556,-13.569167
2324,FIK,-25.594722,134.583333
2325,FIL,38.958139,-112.363139
2326,FIN,-6.617,147.85
2327,FIV,57.269936,-133.631451
2328,FIZ,-18.181944,125.558611
2329,FJR,25.112225,56.323964
2330,FKB,48.779353,8.0805
2331,FKH,52.833333333333,-0.83333333333333
2332,FKI,0.481639,25.337973
2333,FKJ,36.142847,136.223922
2334,FKL,41.377874,-79.860362
2335,FKN,36.698087,-76.903802
2336,FKQ,-2.920192,132.267031
2337,FKS,37.227431,140.430678
2338,FLA,1.588989,-75.563875
2339,FLB,-6.846389,-43.077289
2340,FLC,-34.983,150.6
2341,FLD,43.771167,-88.488417
2342,FLE,37.241816,-77.343036
2343,FLF,54.771772,9.378214
2344,FLG,35.140306,-111.66925
2345,FLH,58.825833,-3.142778
2346,FLI,65.983,-23.7
2347,FLJ,60.0325,-148.00833333333
2348,FLL,26.072583,-80.15275
2349,FLM,-22.359444,-60.053611
2350,FLN,-27.670489,-48.547181
2351,FLO,34.185361,-79.723889
2352,FLP,36.290894,-92.590253
2353,FLR,43.809953,11.2051
2354,FLS,-40.090278,147.993333
2355,FLT,62.452649,-157.98907
2356,FLU,40.779268,-73.832912
2357,FLV,39.368332,-94.914686
2358,FLW,39.455272,-31.131361
2359,FLX,39.499083,-118.74875
2360,FLY,-35.658611,145.561667
2361,FMA,-26.212722,-58.228111
2362,FMC,65.927043,-149.840078
2363,FME,39.085387,-76.759414
2364,FMG,10.433,-85.783
2365,FMH,41.65913,-70.522814
2366,FMI,-5.875556,29.25
2367,FMN,36.74125,-108.229944
2368,FMO,52.134642,7.684831
2369,FMS,40.659108,-91.327747
2370,FMY,26.586611,-81.86325
2371,FNA,8.616444,-13.195489
2372,FNB,53.602,13.306
2373,FNC,32.697889,-16.774453
2374,FNE,-8.55,147.083
2375,FNG,12.040556,0.364167
2376,FNH,9.583,37.35
2377,FNI,43.7575,4.416389
2378,FNJ,39.224061,125.67015
2379,FNK,69.5,-147.58333333333
2380,FNL,40.451827,-105.011336
2381,FNR,58.254386,-134.897907
2382,FNT,42.965417,-83.743667
2383,FOA,60.121,-2.052
2384,FOB,39.474333,-123.795571
2385,FOC,25.935064,119.663272
2386,FOD,42.551194,-94.191833
2387,FOE,38.950944,-95.663611
2388,FOG,41.432917,15.535028
2389,FOK,40.843655,-72.631789
2390,FOM,5.636919,10.750817
2391,FON,10.474444,-84.581667
2392,FOO,-0.936325,134.871889
2393,FOP,0.0,0.0
2394,FOR,-3.776283,-38.532556
2395,FOS,-30.838056,128.115
2396,FOT,-32.201943,152.481389
2397,FOU,-1.283,10.617
2398,FOX,64.85,-147.76666666667
2399,FOY,8.367,-10.217
2400,FPR,27.497479,-80.372632
2401,FPY,30.069278,-83.580583
2402,FRA,50.026421,8.543125
2403,FRB,-33.363611,147.935
2404,FRC,-20.592214,-47.382925
2405,FRD,48.521972,-123.024361
2406,FRE,-8.1075,159.577222
2407,FRF,52.040333,11.202833
2408,FRG,40.728778,-73.413417
2409,FRH,38.506222,-86.636944
2410,FRI,39.052641,-96.764488
2411,FRJ,43.416666666667,6.7333333333333
2412,FRK,-4.583,55.95
2413,FRL,44.194753,12.070094
2414,FRM,43.643944,-94.415611
2415,FRN,61.262508,-149.654704
2416,FRO,61.583611,5.024722
2417,FRP,57.845833333333,-135.025
2418,FRQ,-5.2,141.7
2419,FRR,38.917538,-78.253383
2420,FRS,16.913819,-89.866383
2421,FRT,-41.117,-73.05
2422,FRU,43.061306,74.477556
2423,FRW,-21.159597,27.474525
2424,FRY,43.991145,-70.947874
2425,FRZ,51.115,9.286
2426,FSC,41.502222,9.096667
2427,FSD,43.582013,-96.741914
2428,FSI,34.649833,-98.402167
2429,FSK,37.798361,-94.769361
2430,FSL,-18.2,125.75
2431,FSM,35.336583,-94.367444
2432,FSN,19.833333333333,-72.5
2433,FSP,46.763056,-56.174167
2434,FSS,57.649386,-3.560636
2435,FST,30.91525,-102.912778
2436,FSU,34.483399,-104.217197
2437,FTA,-19.516389,170.231944
2438,FTE,-50.280322,-72.053103
2439,FTI,-14.21611,-169.423549
2440,FTK,37.907065,-85.972034
2441,FTL,61.866666666667,-162.03333333333
2442,FTU,-25.038056,46.956111
2443,FTW,32.819778,-97.362444
2444,FTX,-0.53135,15.950094
2445,FTY,33.779139,-84.521361
2446,FUB,-6.15,150.617
2447,FUD,0.0,0.0
2448,FUE,28.452717,-13.863761
2449,FUG,32.881667,115.733889
2450,FUJ,32.666269,128.832808
2451,FUK,33.585942,130.450685
2452,FUL,33.872014,-117.979784
2453,FUM,-6.383,142.433
2454,FUN,-8.525,179.196389
2455,FUO,23.083333,113.070833
2456,FUT,-14.311389,-178.066111
2457,FVL,-18.333333333333,128.0
2458,FVR,-15.3,128.06666666667
2459,FWA,40.978472,-85.195167
2460,FWH,32.769185,-97.441533
2461,FWL,62.506612,-153.893619
2462,FWM,56.817,-5.117
2463,FXE,26.197279,-80.170706
2464,FXM,70.216666666667,-146.0
2465,FXO,-14.817499,36.528333
2466,FXY,43.234757,-93.624104
2467,FYM,35.059694,-86.564
2468,FYN,47.0,89.5
2469,FYT,17.917053,19.111078
2470,FYU,66.57149,-145.250417
2471,FYV,36.005095,-94.170057
2472,FZO,51.519444,-2.590833
2473,GAA,9.167,-74.2
2474,GAB,38.924091,-117.959007
2475,GAC,14.583,-88.583
2476,GAD,33.972649,-86.089083
2477,GAE,33.876919,10.103333
2478,GAF,34.422022,8.822503
2479,GAG,36.295539,-99.776424
2480,GAH,-25.614444,151.619444
2481,GAI,39.168333,-77.166
2482,GAJ,38.411894,140.371331
2483,GAK,62.3,-145.3
2484,GAL,64.736166,-156.937389
2485,GAM,63.766766,-171.732824
2486,GAN,-0.693342,73.155644
2487,GAO,20.085419,-75.158328
2488,GAP,-6.05,145.95
2489,GAQ,16.248432,-0.005456
2490,GAR,-7.867,147.133
2491,GAS,-0.463508,39.648297
2492,GAT,44.455,6.037778
2493,GAU,26.106092,91.585939
2494,GAV,-0.400556,129.895277
2495,GAW,22.174722,94.134444
2496,GAX,-2.767,9.983
2497,GAY,24.744308,84.951175
2498,GAZ,-9.225556,152.944167
2499,GBA,-15.183,166.9
2500,GBB,26.15,-7.35
2501,GBC,-6.117,141.75
2502,GBD,38.34425,-98.859194
2503,GBE,-24.555225,25.918208
2504,GBF,-6.583,144.667
2505,GBG,40.938,-90.431139
2506,GBH,68.479667,-149.489917
2507,GBI,26.631944444444,-78.359166666667
2508,GBJ,15.868611,-61.272222
2509,GBK,7.8125,-12.377778
2510,GBL,-11.650556,133.375
2511,GBM,3.322778,42.213056
2512,GBN,32.887546,-112.719885
2513,GBO,39.183,-76.683
2514,GBP,-16.543,143.67
2515,GBQ,26.257222222222,50.611944444444
2516,GBR,42.184214,-73.403241
2517,GBS,-36.183333333333,175.33333333333
2518,GBT,36.909381,54.401339
2519,GBU,14.925,35.878
2520,GBV,-16.418889,126.446111
2521,GBZ,-36.241389,175.471944
2522,GCA,2.283,-74.95
2523,GCC,44.348917,-105.539361
2524,GCH,30.337567,50.827964
2525,GCI,49.434956,-2.601969
2526,GCJ,-25.986267,28.140061
2527,GCK,37.927528,-100.724417
2528,GCM,19.292778,-81.35775
2529,GCN,35.952361,-112.146972
2530,GCV,-29.95,-50.983333333333
2531,GCY,36.192991,-82.81507
2532,GDA,9.317,21.183
2533,GDC,34.758319,-82.376415
2534,GDD,-18.678056,128.591667
2535,GDE,5.935128,43.578567
2536,GDG,53.473333,125.795
2537,GDH,59.747039,-158.874728
2538,GDI,9.733,21.583
2539,GDJ,-6.733,23.95
2540,GDL,20.5218,-103.311167
2541,GDM,42.549866,-72.016022
2542,GDN,54.377569,18.466222
2543,GDO,7.211081,-70.75645
2544,GDP,-6.782221,-43.582222
2545,GDQ,12.5199,37.434047
2546,GDT,21.444544,-71.142344
2547,GDV,47.138719,-104.807198
2548,GDW,43.970583,-84.474972
2549,GDX,59.910989,150.720439
2550,GDZ,44.570278,38.012222
2551,GEA,-22.258333,166.472778
2552,GEB,-0.078889,129.457777
2553,GEC,35.235833,33.719722
2554,GED,38.687884,-75.358348
2555,GEE,-41.079167,146.838889
2556,GEF,-7.575833,156.596944
2557,GEG,47.619028,-117.535222
2558,GEI,-4.499167,154.225556
2559,GEK,62.983333333333,-156.5
2560,GEL,-28.281683,-54.169139
2561,GEN,60.2,11.083333333333
2562,GER,21.834689,-82.783819
2563,GES,6.106439,125.2353
2564,GET,-28.796111,114.7075
2565,GEV,67.132408,20.814636
2566,GEW,-9.183,148.483
2567,GEX,-38.225278,144.333056
2568,GEY,44.516818,-108.082825
2569,GFA,47.504667,-111.187333
2570,GFB,-0.33333333333333,122.0
2571,GFD,39.790321,-85.736089
2572,GFE,-33.896944,148.155278
2573,GFF,-34.250833,146.067222
2574,GFK,47.947267,-97.173781
2575,GFL,43.341222,-73.610306
2576,GFN,-29.759444,153.03
2577,GFO,6.417,-58.583
2578,GFR,48.882875,-1.563831
2579,GFY,-19.602167,18.122667
2580,GGC,-14.106,21.45
2581,GGD,-18.629,139.234
2582,GGE,33.311402,-79.320314
2583,GGG,32.384014,-94.711487
2584,GGL,8.333,-77.083
2585,GGN,6.103333,-5.986944
2586,GGO,6.524992,-7.478611
2587,GGR,8.4,48.483
2588,GGS,-48.782778,-70.149167
2589,GGT,23.562631,-75.877958
2590,GGW,48.2125,-106.614722
2591,GHA,32.381667,3.799444
2592,GHB,25.284706,-76.331011
2593,GHC,25.738331,-77.840114
2594,GHD,9.183,35.8
2595,GHE,8.067,-78.367
2596,GHF,49.266666666667,7.5166666666667
2597,GHK,31.083,35.3
2598,GHM,35.837427,-87.445375
2599,GHN,30.948056,104.329722
2600,GHT,25.145564,10.142647
2601,GHU,-33.010278,-58.613056
2602,GIB,36.151219,-5.349664
2603,GIC,-9.233333,142.218333
2604,GID,-3.433,29.917
2605,GIF,28.062917,-81.753306
2606,GIG,-22.808903,-43.243647
2607,GII,11.399444,-9.188056
2608,GIL,35.918786,74.333644
2609,GIM,-0.067,11.35
2610,GIR,4.276244,-74.795814
2611,GIS,-38.663333,177.978333
2612,GIT,-2.867,32.167
2613,GIU,7.95,80.75
2614,GIY,-23.283889,30.650278
2615,GIZ,16.901111,42.585833
2616,GJA,16.445367,-85.906611
2617,GJL,36.794444,5.873611
2618,GJM,-10.786375,-65.284791
2619,GJR,65.995278,-21.326944
2620,GJT,39.122412,-108.526735
2621,GKA,-6.081689,145.391881
2622,GKE,50.961,6.042
2623,GKH,28.05,84.483
2624,GKL,-23.186,150.943
2625,GKN,62.154944,-145.454333
2626,GKO,-0.083,11.467
2627,GKT,35.857759,-83.528705
2628,GLA,55.871944,-4.433056
2629,GLC,6.984444,46.421389
2630,GLD,39.370622,-101.698992
2631,GLE,33.652194,-97.197278
2632,GLF,8.653775,-83.180544
2633,GLG,-24.799444,139.596944
2634,GLH,33.482881,-90.985614
2635,GLI,-29.675,151.689444
2636,GLK,6.780833,47.454722
2637,GLL,60.791389,9.050556
2638,GLM,-22.883,138.817
2639,GLN,29.026667,-10.050278
2640,GLO,51.894167,-2.167222
2641,GLP,-5.283,141.517
2642,GLQ,62.116666666667,-145.55
2643,GLR,45.013639,-84.703583
2644,GLS,29.265333,-94.860417
2645,GLT,-23.869722,151.222778
2646,GLV,64.550455,-163.00717
2647,GLW,37.031778,-85.95375
2648,GLX,1.838333,127.786389
2649,GLY,-20.333,119.5
2650,GLZ,51.567389,4.931833
2651,GMA,3.235369,19.771258
2652,GMB,8.128764,34.563131
2653,GMC,3.633,-71.167
2654,GME,52.527022,31.016692
2655,GMI,-6.271111,150.330556
2656,GMM,-1.867,15.867
2657,GMN,-42.461667,171.19
2658,GMR,-23.083333,-134.883333
2659,GMS,-2.100277,-44.617222
2660,GMT,65.402133,-161.281475
2661,GMU,34.847944,-82.35
2662,GMV,37.016667,-110.200685
2663,GMY,51.15,6.3666666666667
2664,GMZ,28.029625,-17.2146
2665,GNA,53.601967,24.053758
2666,GNB,45.363056,5.332778
2667,GND,12.004167,-61.788056
2668,GNE,51.05,3.717
2669,GNG,42.917167,-114.765167
2670,GNI,22.673853,121.466481
2671,GNM,-14.208167,-42.746083
2672,GNN,7.15,40.717
2673,GNR,-39.000672,-67.620514
2674,GNS,1.166381,97.704681
2675,GNT,35.167278,-107.902056
2676,GNU,59.117417,-161.577444
2677,GNV,29.690056,-82.271778
2678,GNZ,-21.692778,21.6575
2679,GOA,44.413333,8.8375
2680,GOB,7.017,40.0
2681,GOC,-9.0,148.233
2682,GOE,-5.533,151.567
2683,GOF,43.816666666667,12.8
2684,GOG,-22.504719,18.974722
2685,GOH,64.190922,-51.678064
2686,GOI,15.380833,73.831422
2687,GOJ,56.230119,43.784042
2688,GOK,35.85125,-97.416083
2689,GOL,42.415298,-124.424922
2690,GOM,-1.670814,29.238464
2691,GON,41.330056,-72.045139
2692,GOO,-28.521389,150.320278
2693,GOP,26.739708,83.449708
2694,GOQ,36.4,94.786111
2695,GOR,8.167,35.55
2696,GOS,-33.433,151.35
2697,GOT,57.662836,12.279819
2698,GOU,9.335892,13.370103
2699,GOV,-12.269444,136.818333
2700,GOY,7.337081,81.625881
2701,GOZ,43.151444,25.712889
2702,GPA,38.151111,21.425556
2703,GPB,-25.387461,-51.520172
2704,GPI,2.570133,-77.8986
2705,GPL,10.217,-83.8
2706,GPN,-11.4025,130.421944
2707,GPO,-35.696183,-63.758286
2708,GPS,-0.453758,-90.265914
2709,GPT,30.407269,-89.070097
2710,GPZ,47.209283,-93.509944
2711,GQJ,55.783333333333,-6.4666666666667
2712,GQQ,40.753389,-82.723806
2713,GRA,8.233,-73.567
2714,GRB,44.484639,-88.129722
2715,GRC,4.567,-8.217
2716,GRD,34.248722,-82.159083
2717,GRE,38.836158,-89.378411
2718,GRF,47.079222,-122.580778
2719,GRG,33.631661,69.239172
2720,GRH,-10.217,150.467
2721,GRI,40.967543,-98.309639
2722,GRJ,-34.005553,22.378889
2723,GRK,31.06725,-97.828917
2724,GRL,-7.95,147.183
2725,GRM,47.838333,-90.382944
2726,GRN,42.805972,-102.17525
2727,GRO,41.900969,2.760547
2728,GRP,-11.739625,-49.132186
2729,GRQ,53.11972,6.579444
2730,GRR,42.880833,-85.522806
2731,GRS,42.759747,11.071897
2732,GRT,32.567,74.083
2733,GRU,-23.432075,-46.469511
2734,GRV,43.388056,45.699444
2735,GRW,39.092169,-28.029847
2736,GRX,37.188731,-3.777356
2737,GRY,66.554722,-18.0175
2738,GRZ,46.991067,15.439628
2739,GSA,4.409444,115.718889
2740,GSB,35.339385,-77.960592
2741,GSC,-25.054444,115.2025
2742,GSE,57.774722,11.870372
2743,GSH,41.526264,-85.794162
2744,GSI,-9.533,160.2
2745,GSL,62.595833333333,111.54166666667
2746,GSM,26.754639,55.902353
2747,GSN,-31.459722,137.173889
2748,GSO,36.101326,-79.941123
2749,GSP,34.895667,-82.218861
2750,GSQ,22.585672,28.716642
2751,GSR,9.543056,49.117778
2752,GSS,-25.083,30.783
2753,GST,58.425278,-135.707417
2754,GSU,14.133,35.317
2755,GSY,53.446667,-0.21
2756,GTA,-8.75,158.2
2757,GTB,3.7,98.167
2758,GTC,26.783,-77.333
2759,GTE,-13.975,136.46
2760,GTF,47.482654,-111.37061
2761,GTG,45.798065,-92.664349
2762,GTI,54.383333,13.325278
2763,GTK,2.6,102.917
2764,GTN,-43.901666666667,170.11833333333
2765,GTO,0.637119,122.849858
2766,GTR,33.450333,-88.591361
2767,GTS,-26.95,133.6
2768,GTT,-18.305,143.53
2769,GTW,49.317,17.567
2770,GTY,39.841308,-77.27465
2771,GUA,14.583272,-90.527475
2772,GUB,28.026069,-114.024006
2773,GUC,38.533944,-106.933028
2774,GUD,16.361389,-3.599722
2775,GUE,-3.583,141.583
2776,GUF,30.289639,-87.671778
2777,GUG,-8.117,146.85
2778,GUH,-30.961111,150.250556
2779,GUI,10.574078,-62.312667
2780,GUJ,-22.791608,-45.204778
2781,GUL,-34.810278,149.726389
2782,GUN,51.066666666667,-1.1666666666667
2783,GUO,15.0,-86.05
2784,GUP,35.511058,-108.789309
2785,GUQ,9.026944,-69.75515
2786,GUR,-10.311531,150.333756
2787,GUS,40.648094,-86.152119
2788,GUT,51.922833,8.306333
2789,GUU,64.991389,-23.224722
2790,GUV,-6.267,142.417
2791,GUW,47.121944,51.821389
2792,GUX,24.654681,77.347347
2793,GUY,36.685072,-101.507782
2794,GUZ,-20.666666666667,-40.5
2795,GVA,46.238064,6.10895
2796,GVE,38.155996,-78.16578
2797,GVI,-3.901389,141.177499
2798,GVL,34.272627,-83.830223
2799,GVP,-18.996667,145.014444
2800,GVR,-18.895236,-41.982214
2801,GVT,33.067839,-96.065332
2802,GVW,38.883333333333,-94.533333333333
2803,GVX,60.593333,16.951389
2804,GWA,17.6,94.583
2805,GWD,25.233308,62.329494
2806,GWE,-19.436394,29.861911
2807,GWL,26.293336,78.227753
2808,GWN,-6.567,146.25
2809,GWO,33.494327,-90.084705
2810,GWS,39.506,-107.309083
2811,GWT,54.91325,8.340472
2812,GWV,39.948685,-80.75953
2813,GWW,52.474444444444,13.138055555556
2814,GWY,53.300244,-8.941158
2815,GXF,15.966111,48.7883
2816,GXG,-7.754506,15.287728
2817,GXH,51.416666666667,-1.7
2818,GXQ,-45.594211,-72.106133
2819,GXX,10.356111,15.237222
2820,GXY,40.437417,-104.633222
2821,GYA,-10.821667,-65.345833
2822,GYD,40.4675,50.046667
2823,GYE,-2.157419,-79.883558
2824,GYI,-1.677203,29.258875
2825,GYL,-16.636944,128.451389
2826,GYM,27.968983,-110.925169
2827,GYN,-16.632033,-49.220686
2828,GYP,-26.282778,152.701944
2829,GYR,33.423724,-112.374456
2830,GYS,32.391111,105.701667
2831,GYY,41.616278,-87.412778
2832,GZI,33.531228,68.412881
2833,GZM,36.027222,14.272778
2834,GZO,-8.097778,156.863611
2835,GZT,36.947183,37.478683
2836,GZW,36.240061,50.047153
2837,HAA,70.486675,22.139744
2838,HAB,34.116944,-87.998222
2839,HAC,33.115,139.785833
2840,HAD,56.691128,12.820211
2841,HAE,36.191648,-113.092427
2842,HAF,37.513444,-122.501167
2843,HAH,-11.533661,43.27185
2844,HAI,41.95975,-85.593389
2845,HAJ,52.461056,9.685078
2846,HAK,19.934856,110.458961
2847,HAL,-19.967,13.067
2848,HAM,53.630389,9.988228
2849,HAN,21.221192,105.807178
2850,HAO,39.36375,-84.521944
2851,HAP,-20.334,148.849
2852,HAQ,6.744228,73.170514
2853,HAR,40.217139,-76.851472
2854,HAS,27.437917,41.686292
2855,HAT,-11.736944,142.577778
2856,HAU,59.345267,5.208364
2857,HAV,22.989153,-82.409086
2858,HAW,51.833056,-4.961111
2859,HAX,35.745933,-95.412749
2860,HAY,65.200989,-161.156779
2861,HAZ,-4.4,145.2
2862,HBA,-42.836111,147.510278
2863,HBB,32.766781,-103.208821
2864,HBC,0.0,0.0
2865,HBD,25.8,43.3
2866,HBE,30.917669,29.696408
2867,HBG,31.264944,-89.252889
2868,HBH,57.412151,-133.439499
2869,HBI,35.654528,-79.89475
2870,HBL,-25.403055555556,28.279444444444
2871,HBN,12.0,106.0
2872,HBO,40.166666666667,-95.95
2873,HBR,34.991306,-99.051389
2874,HBT,28.333,46.133
2875,HBX,15.361706,75.084856
2876,HCA,32.3,-101.43333333333
2877,HCB,55.458333333333,-131.28333333333
2878,HCC,42.291306,-73.710333
2879,HCM,7.917,49.8
2880,HCN,22.041075,120.730208
2881,HCQ,-18.233889,127.669722
2882,HCR,62.188333,-159.774917
2883,HCS,-28.733333333333,19.3
2884,HCW,34.712875,-79.957004
2885,HDA,57.066666666667,-134.98333333333
2886,HDB,49.393333,8.6525
2887,HDD,25.318056,68.366111
2888,HDE,40.452089,-99.336476
2889,HDF,53.878706,14.152347
2890,HDH,21.579474,-158.197281
2891,HDM,34.869167,48.5525
2892,HDN,40.481167,-107.217667
2893,HDR,27.158251,56.172461
2894,HDS,-24.368642,31.048744
2895,HDY,6.933206,100.392975
2896,HEA,34.21,62.228333
2897,HEB,17.667,95.417
2898,HED,55.801395,-160.899254
2899,HEE,34.57649,-90.675886
2900,HEH,20.747036,96.792044
2901,HEI,54.155,8.903333
2902,HEK,50.171944,127.308889
2903,HEL,60.317222,24.963333
2904,HEM,60.253889,25.044167
2905,HEN,51.583333333333,-0.23333333333333
2906,HEO,-9.183,147.617
2907,HER,35.339719,25.180297
2908,HES,45.828222,-119.259167
2909,HET,40.851422,111.824103
2910,HEV,37.258333333333,-6.9508333333333
2911,HEW,37.983333333333,23.733333333333
2912,HEX,19.500555555556,-70.235277777778
2913,HEY,31.346,-85.654333
2914,HEZ,31.613661,-91.297336
2915,HFA,32.809444,35.043056
2916,HFD,41.736722,-72.649444
2917,HFE,31.780019,117.298436
2918,HFF,35.036656,-79.4974
2919,HFN,64.295556,-15.227222
2920,HFS,60.020064,13.578908
2921,HFT,70.679722,23.668889
2922,HGA,9.518167,44.088758
2923,HGD,-20.815,144.225278
2924,HGH,30.229503,120.434453
2925,HGI,53.966666666667,113.76666666667
2926,HGL,54.185278,7.915833
2927,HGN,19.301667,97.975
2928,HGO,9.387183,-5.556664
2929,HGR,39.7085,-77.7265
2930,HGS,8.397133,-13.129084
2931,HGT,35.993541,-121.236662
